date,tx_count,avg_gas_price_gwei,median_gas_price_gwei,p95_gas_price_gwei,max_gas_price_gwei,total_fees_eth,avg_gas_per_tx
2025-10-09,1575935,1.440534711811779,0.8284403691799282,3.1719296619196595,44031.574685198,211.5254385297703,101199.6163959808
2025-10-08,1599094,1.181980016000568,0.6197377970141368,2.667649358395892,10631.669921459,175.18230101191045,99792.5655070934
2025-10-07,1574221,1.7392330028859582,0.9748707387049836,4.835812440323311,8871.049230172,265.9137417310638,100896.8757385399
2025-10-06,1551318,1.8115917099829928,1.1170766950296718,4.814107926766709,22259.295668811,274.3815130641796,102687.22676201785
2025-10-05,1369725,0.9781025396700722,0.2811561917698164,2.1763682647346236,41202.812041127,130.9590385750815,117250.40554490864
2025-10-04,1375410,0.8813320670191362,0.2430098897147458,2.188862456113555,8810.046832115,107.71891453725992,117007.22804690964
