hash,from_address,to_address,eth_amount,gas_wasted_eth,block_number,block_timestamp
0xab199e9a227093fff7595045602f80824ebea27250d1670b21e467f3ea989a39,0xcdc89e8546e2f4f425de825ba152d6a0438fb25b,0x38778e6d4d0dbe9becef3ae8b938570209efa48b,1.418718679293256,0.255855523,23513433,2025-10-05 18:43:23.000
0xe21a914d96d862fcccd40c6e40b3555eb6c3ab76d68db75cc11436c1aa96d690,0xcdc89e8546e2f4f425de825ba152d6a0438fb25b,0x38778e6d4d0dbe9becef3ae8b938570209efa48b,1.417910957364616,0.255855523,23513431,2025-10-05 18:42:59.000
0x40fa1815532e4eb47eabf15a41c0a63ac6809e14dba7f80f5f03e3f1ab1e979d,0xcdc89e8546e2f4f425de825ba152d6a0438fb25b,0x38778e6d4d0dbe9becef3ae8b938570209efa48b,1.415831520655816,0.109652367,23513429,2025-10-05 18:42:35.000
